name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram,speed_to_price,total_ram_to_price
TEAMGROUP Elite 16 GB,45.99,6000,16.0,48.0,1.0,16.0,5,16.0,130.4631441617743,0.34790171776473144
G.Skill Trident Z RGB 32 GB,99.99,4400,8.636,19.0,2.0,16.0,4,32.0,44.00440044004401,0.32003200320032005
Corsair Vengeance LPX 32 GB,104.99,4000,9.0,18.0,2.0,16.0,4,32.0,38.09886655871988,0.304790932469759
Corsair Vengeance RGB 32 GB,109.99,5600,14.286,40.0,2.0,16.0,5,32.0,50.913719429039006,0.29093553959450863
Corsair Vengeance LPX 64 GB,147.99,3200,10.0,16.0,4.0,16.0,4,64.0,21.623082640718966,0.4324616528143793
TEAMGROUP Elite Plus 64 GB,147.99,4800,16.667,40.0,2.0,32.0,5,64.0,32.43462396107845,0.4324616528143793
Corsair Vengeance RGB 32 GB,135.99,6200,11.613,36.0,2.0,16.0,5,32.0,45.59158761673652,0.23531141995734978
TEAMGROUP T-Force Vulcan 16 GB,67.99,5200,15.385,40.0,2.0,8.0,5,16.0,76.48183556405354,0.23532872481247244
TEAMGROUP Elite 32 GB,80.98,5600,16.429,46.0,2.0,16.0,5,32.0,69.15287725364287,0.39515929859224497
Corsair Vengeance RGB 32 GB,134.99,6000,13.333,40.0,2.0,16.0,5,32.0,44.44773686939773,0.2370545966367879
Silicon Power XPOWER Zenith Gaming 32 GB,54.97,3200,10.0,16.0,2.0,16.0,4,32.0,58.21357103874841,0.5821357103874841
Corsair Vengeance LPX 16 GB,44.99,3000,10.667,16.0,2.0,8.0,4,16.0,66.6814847743943,0.3556345854634363
Corsair Vengeance 64 GB,199.99,6000,13.333,40.0,2.0,32.0,5,64.0,30.001500075003747,0.32001600080004
PNY XLR8 16 GB,39.99,3200,10.0,16.0,2.0,8.0,4,16.0,80.02000500125031,0.4001000250062515
Corsair Dominator Titanium 32 GB,199.99,7000,9.714,34.0,2.0,16.0,5,32.0,35.00175008750438,0.16000800040002
TEAMGROUP T-Force Vulcan 16 GB,67.99,5200,15.385,40.0,2.0,8.0,5,16.0,76.48183556405354,0.23532872481247244
G.Skill Trident Z5 RGB 32 GB,124.99,6800,10.0,34.0,2.0,16.0,5,32.0,54.40435234818786,0.2560204816385311
Corsair Dominator Titanium 64 GB,289.99,6000,10.0,30.0,2.0,32.0,5,64.0,20.69036863340115,0.2206972654229456
Corsair Vengeance LPX 16 GB,44.99,3000,10.667,16.0,2.0,8.0,4,16.0,66.6814847743943,0.3556345854634363
Kingston FURY Beast 16 GB,76.16,5200,13.846,36.0,2.0,8.0,5,16.0,68.27731092436976,0.21008403361344538
G.Skill Ripjaws S5 64 GB,236.62,6000,10.0,30.0,2.0,32.0,5,64.0,25.357112670103962,0.27047586848110894
Corsair Vengeance RGB Pro SL 64 GB,179.99,3600,10.0,18.0,4.0,16.0,4,64.0,20.001111172842936,0.35557530973942997
Kingston FURY Renegade 32 GB,192.07,3600,8.889,16.0,2.0,16.0,4,32.0,18.743166553860572,0.16660592492320508
TEAMGROUP T-Create Classic 64 GB,174.99,6000,16.0,48.0,2.0,32.0,5,64.0,34.287673581347505,0.36573518486770673
Timetec PINNACLE Konduit 16 GB,45.55,3200,10.0,16.0,2.0,8.0,4,16.0,70.25246981339188,0.3512623490669594
OLOy Blade RGB 64 GB,192.99,6400,10.0,32.0,2.0,32.0,5,64.0,33.16234001761749,0.3316234001761749
Corsair Vengeance 32 GB,119.99,6400,11.25,36.0,2.0,16.0,5,32.0,53.33777814817902,0.2666888907408951
TEAMGROUP T-Force Delta RGB 48 GB,253.73,8200,9.268,38.0,2.0,24.0,5,48.0,32.31781815315493,0.18917747211602887
Kingston FURY Beast 32 GB,105.99,4800,15.833,38.0,2.0,16.0,5,32.0,45.28729125389188,0.30191527502594584
Corsair Dominator Platinum RGB 32 GB,214.99,7600,9.474,36.0,2.0,16.0,5,32.0,35.35048141774036,0.14884413228522256
G.Skill Trident Z Neo 64 GB,204.99,3600,8.889,16.0,4.0,16.0,4,64.0,17.561832284501683,0.31221035172447437
Kingston FURY Beast RGB 16 GB,55.0,3600,9.444,17.0,2.0,8.0,4,16.0,65.45454545454545,0.2909090909090909
Silicon Power XPOWER Zenith Gaming 64 GB,184.99,6000,10.0,30.0,2.0,32.0,5,64.0,32.434185631655765,0.3459646467376615
Corsair Dominator Titanium 32 GB,169.99,6400,10.0,32.0,2.0,16.0,5,32.0,37.64927348667568,0.18824636743337841
Patriot Viper Steel 8 GB,26.99,3200,10.0,16.0,2.0,4.0,4,8.0,118.56243052982587,0.29640607632456467
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,3600,10.0,18.0,2.0,8.0,4,16.0,94.76177941563569,0.42116346406949196
G.Skill Trident Z5 RGB 64 GB,207.99,6000,12.0,36.0,2.0,32.0,5,64.0,28.847540747151303,0.30770710130294726
Crucial Pro 48 GB,146.99,6000,16.0,48.0,2.0,24.0,5,48.0,40.819103340363284,0.3265528267229063
Corsair Vengeance RGB Pro SL 16 GB,59.99,3200,10.0,16.0,2.0,8.0,4,16.0,53.34222370395066,0.26671111851975327
KingBank SharpBlade 32 GB,98.99,6800,10.0,34.0,2.0,16.0,5,32.0,68.69380745529853,0.3232649762602283
G.Skill Aegis 32 GB,61.99,3000,10.667,16.0,2.0,16.0,4,32.0,48.394902403613486,0.5162122923052105
Corsair Vengeance LPX 32 GB,89.99,3200,10.0,16.0,4.0,8.0,4,32.0,35.55950661184576,0.35559506611845765
G.Skill Trident Z5 RGB 48 GB,249.99,8000,10.0,40.0,2.0,24.0,5,48.0,32.001280051202045,0.19200768030721227
Crucial Classic 16 GB,55.99,5200,16.154,42.0,2.0,8.0,5,16.0,92.8737274513306,0.28576531523486337
Patriot Viper Venom 16 GB,69.98,5600,14.286,40.0,2.0,8.0,5,16.0,80.0228636753358,0.2286367533581023
G.Skill Trident Z5 Neo 32 GB,114.99,5600,10.0,28.0,2.0,16.0,5,32.0,48.69988694669102,0.2782850682668058
TEAMGROUP T-Create Expert 48 GB,199.99,7200,9.444,34.0,2.0,24.0,5,48.0,36.0018000900045,0.24001200060003
TEAMGROUP T-Force Delta RGB 32 GB,69.98,3200,10.0,16.0,2.0,16.0,4,32.0,45.727350671620464,0.4572735067162046
G.Skill Ripjaws V 64 GB,138.99,3200,10.0,16.0,4.0,16.0,4,64.0,23.02323908194834,0.4604647816389668
G.Skill Trident Z5 RGB 32 GB,109.99,6400,10.0,32.0,2.0,16.0,5,32.0,58.187107918901724,0.29093553959450863
Kingston FURY Renegade 16 GB,104.77,5133,7.793,20.0,2.0,8.0,4,16.0,48.99303235659063,0.15271547198625562
Corsair Dominator Titanium First Edition 64 GB,359.99,6600,9.697,32.0,2.0,32.0,5,64.0,18.333842606739076,0.17778271618656075
G.Skill Ripjaws S5 48 GB,169.99,6400,10.0,32.0,2.0,24.0,5,48.0,37.64927348667568,0.2823695511500676
Corsair Vengeance LPX 16 GB,44.99,2666,12.003,16.0,2.0,8.0,4,16.0,59.257612802845074,0.3556345854634363
Corsair Vengeance LPX 16 GB,54.98,2133,12.189,13.0,2.0,8.0,4,16.0,38.7959257911968,0.2910149145143689
G.Skill Trident Z Royal 16 GB,77.98,3200,10.0,16.0,2.0,8.0,4,16.0,41.0361631187484,0.20518081559374196
KingBank SharpBlade RGB 64 GB,182.99,6400,10.0,32.0,2.0,32.0,5,64.0,34.974588775342916,0.34974588775342913
Kingston FURY Beast RGB 16 GB,79.98,5200,15.385,40.0,2.0,8.0,5,16.0,65.01625406351587,0.20005001250312576
G.Skill Ripjaws S5 32 GB,119.99,6800,10.0,34.0,2.0,16.0,5,32.0,56.6713892824402,0.2666888907408951
Corsair Vengeance 32 GB,136.99,6600,9.697,32.0,2.0,16.0,5,32.0,48.17869917512227,0.23359369297028978
G.Skill Trident Z5 RGB 32 GB,109.99,6400,10.0,32.0,2.0,16.0,5,32.0,58.187107918901724,0.29093553959450863
TEAMGROUP T-Force Delta RGB 32 GB,99.99,6200,12.258,38.0,2.0,16.0,5,32.0,62.00620062006201,0.32003200320032005
OLOy MD4U083016BGDA 16 GB,34.99,3000,10.667,16.0,2.0,8.0,4,16.0,85.73878250928837,0.4572735067162046
TEAMGROUP T-Force Vulcan 32 GB,102.99,6000,10.0,30.0,2.0,16.0,5,32.0,58.25808330905914,0.31070977764831537
Corsair Dominator Platinum RGB 64 GB,264.99,6000,10.0,30.0,2.0,32.0,5,64.0,22.642363862787274,0.24151854786973093
Corsair Vengeance 32 GB,113.99,6000,13.333,40.0,2.0,16.0,5,32.0,52.636196157557684,0.2807263795069743
G.Skill Flare X5 32 GB,104.99,5600,10.714,30.0,2.0,16.0,5,32.0,53.33841318220783,0.304790932469759
TEAMGROUP Elite 16 GB,42.99,5600,16.429,46.0,1.0,16.0,5,16.0,130.26285182600606,0.37217957664573154
Mushkin Redline Lumina White 64 GB,219.99,6400,9.375,30.0,2.0,32.0,5,64.0,29.092231465066593,0.2909223146506659
TEAMGROUP T-Force Delta RGB 32 GB,104.99,5200,15.385,40.0,2.0,16.0,5,32.0,49.528526526335845,0.304790932469759
G.Skill Trident Z RGB 32 GB,79.98,3200,10.0,16.0,2.0,16.0,4,32.0,40.010002500625156,0.4001000250062515
TEAMGROUP T-Force Delta RGB 32 GB,114.99,6600,10.303,34.0,2.0,16.0,5,32.0,57.3962953300287,0.2782850682668058
G.Skill Trident Z5 Neo 32 GB,115.99,6000,10.667,32.0,2.0,16.0,5,32.0,51.72859729287008,0.2758858522286404
G.Skill Ripjaws S5 64 GB,189.99,5600,10.0,28.0,2.0,32.0,5,64.0,29.475235538712564,0.33685983472814357
Kingston FURY Beast 32 GB,113.88,5600,14.286,40.0,1.0,32.0,5,32.0,49.17456972251493,0.2809975412715139
TEAMGROUP T-Force Vulcan 64 GB,179.99,6000,12.667,38.0,2.0,32.0,5,64.0,33.33518528807156,0.35557530973942997
G.Skill Ripjaws V 16 GB,41.99,2400,12.5,15.0,2.0,8.0,4,16.0,57.15646582519647,0.3810431055013098
TEAMGROUP T-Force Delta RGB 32 GB,99.99,5600,12.857,36.0,2.0,16.0,5,32.0,56.00560056005601,0.32003200320032005
Corsair Dominator Titanium 64 GB,339.99,6000,12.0,36.0,4.0,16.0,5,64.0,17.64757786993735,0.18824083061266508
TEAMGROUP T-Force Vulcan 32 GB,94.88,6400,12.5,40.0,2.0,16.0,5,32.0,67.45362563237774,0.3372681281618887
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,6000,10.0,30.0,2.0,32.0,5,64.0,32.96884444200231,0.3516676740480246
Corsair Vengeance RGB 64 GB,249.99,5600,12.857,36.0,4.0,16.0,5,64.0,22.400896035841434,0.2560102404096164
G.Skill Trident Z5 RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0,50.85176709890669,0.27120942452750235
Klevv BOLT X 32 GB,59.99,3200,10.0,16.0,2.0,16.0,4,32.0,53.34222370395066,0.5334222370395065
Kingston Fury Renegade RGB 32 GB,145.99,6400,10.0,32.0,2.0,16.0,5,32.0,43.83861908349887,0.21919309541749435
Corsair Vengeance 64 GB,187.99,5600,14.286,40.0,2.0,32.0,5,64.0,29.788818554178413,0.34044364061918186
OLOy WarHawk RGB 16 GB,40.46,3200,10.0,16.0,2.0,8.0,4,16.0,79.09045971329708,0.3954522985664854
Corsair Vengeance RGB 64 GB,309.99,6600,9.697,32.0,4.0,16.0,5,64.0,21.291009387399594,0.2064582728475112
G.Skill Trident Z5 RGB 64 GB,217.99,6400,10.0,32.0,2.0,32.0,5,64.0,29.359144914904352,0.2935914491490435
Kingston Fury Renegade RGB 48 GB,231.26,6400,10.0,32.0,1.0,48.0,5,48.0,27.67447894145118,0.20755859206088387
Corsair Dominator Platinum RGB 32 GB,159.99,5600,12.857,36.0,2.0,16.0,5,32.0,35.00218763672729,0.2000125007812988
Corsair Dominator Platinum RGB 32 GB,144.99,5200,15.385,40.0,2.0,16.0,5,32.0,35.86454238223325,0.2207048761983585
Mushkin Enhanced Redline Stiletto 16 GB,42.99,3600,10.0,18.0,2.0,8.0,4,16.0,83.7404047452896,0.37217957664573154
PNY Performance 8 GB,18.98,3200,13.75,22.0,1.0,8.0,4,8.0,168.5985247629083,0.4214963119072708
Crucial CT8G4DFS824A 8 GB,19.98,2400,14.167,17.0,1.0,8.0,4,8.0,120.12012012012012,0.40040040040040037
Silicon Power XPOWER Zenith Gaming 16 GB,36.99,3200,10.0,16.0,2.0,8.0,4,16.0,86.50986753176534,0.4325493376588267
Corsair Vengeance RGB Pro SL 16 GB,59.99,3600,10.0,18.0,2.0,8.0,4,16.0,60.01000166694449,0.26671111851975327
Corsair Vengeance LPX 8 GB,24.99,3000,10.667,16.0,1.0,8.0,4,8.0,120.04801920768308,0.3201280512204882
TEAMGROUP T-Force Xtreem ARGB 32 GB,79.98,3600,10.0,18.0,2.0,16.0,4,32.0,45.0112528132033,0.4001000250062515
TEAMGROUP Xtreem 48 GB,279.99,8200,9.268,38.0,2.0,24.0,5,48.0,29.286760241437193,0.17143469409621773
