name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram
Mushkin Enhanced Redline Stiletto 64 GB,167.99,3200,8.75,14.0,2.0,32.0,4,64.0
Corsair Vengeance RGB 32 GB,129.99,5600,12.857,36.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 48 GB,224.99,7600,10.0,38.0,2.0,24.0,5,48.0
Kingston Server Premier 32 GB,153.66,5200,16.154,42.0,1.0,32.0,5,32.0
Corsair Vengeance RGB 48 GB,194.99,6400,11.25,36.0,2.0,24.0,5,48.0
Corsair Dominator Platinum RGB 32 GB,157.91,3200,10.0,16.0,4.0,8.0,4,32.0
G.Skill Ripjaws V 8 GB,29.99,2133,14.065,15.0,2.0,4.0,4,8.0
Kingston FURY Beast 16 GB,46.93,2666,12.003,16.0,1.0,16.0,4,16.0
Gigabyte AORUS RGB 16 GB,279.0,3600,10.0,18.0,2.0,8.0,4,16.0
Crucial CT16G48C40S5 16 GB,44.99,4800,16.667,40.0,1.0,16.0,5,16.0
TEAMGROUP Elite 16 GB,57.5,5200,16.154,42.0,1.0,16.0,5,16.0
G.Skill Trident Z5 64 GB,199.99,6000,10.667,32.0,2.0,32.0,5,64.0
Corsair Vengeance RGB RT 64 GB,164.99,3200,10.0,16.0,2.0,32.0,4,64.0
Kingston FURY Renegade 16 GB,76.56,6000,10.667,32.0,1.0,16.0,5,16.0
Kingston FURY Renegade 16 GB,53.09,6000,10.667,32.0,1.0,16.0,5,16.0
TEAMGROUP T-Force Delta RGB 32 GB,124.99,7000,9.714,34.0,2.0,16.0,5,32.0
Corsair Vengeance RGB Pro SL 16 GB,55.0,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston FURY 64 GB,290.8,5600,14.286,40.0,4.0,16.0,5,64.0
Silicon Power SU064GBSVU480F22AB 64 GB,139.99,4800,16.667,40.0,2.0,32.0,5,64.0
G.Skill Trident Z5 Neo RGB 48 GB,164.99,6000,13.333,40.0,2.0,24.0,5,48.0
TEAMGROUP T-Force Vulcan Z 64 GB,114.99,3200,10.0,16.0,2.0,32.0,4,64.0
G.Skill Trident Z5 RGB 32 GB,117.99,6000,12.0,36.0,2.0,16.0,5,32.0
Kingston FURY 32 GB,133.55,5200,15.385,40.0,2.0,16.0,5,32.0
G.Skill Trident Z 32 GB,2094.5,3000,9.333,14.0,2.0,16.0,4,32.0
Patriot Signature Line 32 GB,44.99,2666,14.254,19.0,1.0,32.0,4,32.0
TEAMGROUP T-Force Vulcan 32 GB,99.99,6400,12.5,40.0,2.0,16.0,5,32.0
Mushkin Redline Lumina White 64 GB,189.99,6000,12.0,36.0,2.0,32.0,5,64.0
Patriot Viper Steel RGB 64 GB,124.99,3200,11.25,18.0,2.0,32.0,4,64.0
Corsair Vengeance RGB Pro 64 GB,734.8,2666,12.003,16.0,4.0,16.0,4,64.0
G.Skill Aegis 8 GB,26.9,2400,12.5,15.0,2.0,4.0,4,8.0
Corsair Vengeance LED 64 GB,853.86,3200,10.0,16.0,4.0,16.0,4,64.0
PNY XLR8 Gaming EPIC-X RGB 8 GB,53.54,3200,10.0,16.0,1.0,8.0,4,8.0
Mushkin Redline ST 32 GB,109.99,6400,10.0,32.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 32 GB,84.99,4133,9.194,19.0,2.0,16.0,4,32.0
G.Skill Ripjaws S5 64 GB,189.99,5600,10.714,30.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 48 GB,229.99,7600,10.0,38.0,2.0,24.0,5,48.0
Crucial CT2K8G48C40S5 16 GB,52.64,4800,16.667,40.0,2.0,8.0,5,16.0
Kingston FURY 16 GB,71.84,5600,14.286,40.0,1.0,16.0,5,16.0
Kingston FURY Beast 32 GB,109.26,3600,10.0,18.0,4.0,8.0,4,32.0
Crucial CT16G4DFD8266 16 GB,39.0,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston FURY Renegade 32 GB,249.99,8000,9.5,38.0,2.0,16.0,5,32.0
Kingston HyperX Fury RGB 32 GB,219.65,3200,10.0,16.0,4.0,8.0,4,32.0
Kingston Fury Renegade RGB 16 GB,167.43,8000,9.5,38.0,1.0,16.0,5,16.0
Mushkin Enhanced Redline Stiletto 64 GB,169.99,3600,8.889,16.0,2.0,32.0,4,64.0
TEAMGROUP Xtreem 48 GB,259.99,7600,9.474,36.0,2.0,24.0,5,48.0
Kingston FURY Beast 32 GB,82.45,3600,9.444,17.0,1.0,32.0,4,32.0
Corsair Dominator Platinum RGB 32 GB,204.99,7000,9.714,34.0,2.0,16.0,5,32.0
Corsair Vengeance RGB 64 GB,205.0,5600,14.286,40.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 48 GB,149.99,5600,14.286,40.0,2.0,24.0,5,48.0
ADATA XPG SPECTRIX D50 32 GB,179.16,3600,10.0,18.0,1.0,32.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,119.99,6000,10.667,32.0,2.0,16.0,5,32.0
Crucial CT2K16G4SFRA32A 32 GB,69.34,3200,13.75,22.0,2.0,16.0,4,32.0
Patriot Viper Steel 32 GB,59.99,3200,10.0,16.0,1.0,32.0,4,32.0
G.Skill Trident Z Neo 16 GB,59.99,3200,10.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Vulcan alpha 32 GB,89.99,5600,14.286,40.0,2.0,16.0,5,32.0
Corsair Vengeance RGB Pro 32 GB,144.99,3600,8.889,16.0,4.0,8.0,4,32.0
Corsair Vengeance 48 GB,182.35,6400,11.25,36.0,2.0,24.0,5,48.0
Patriot Viper Xtreme 5 RGB 32 GB,174.99,7800,9.744,38.0,2.0,16.0,5,32.0
Crucial Ballistix 16 GB,104.99,2666,12.003,16.0,2.0,8.0,4,16.0
Patriot Viper Elite II 16 GB,39.99,3600,11.111,20.0,2.0,8.0,4,16.0
G.Skill Trident Z 64 GB,2696.12,3600,9.444,17.0,4.0,16.0,4,64.0
Kingston Server Premier 16 GB,92.63,5200,16.154,42.0,1.0,16.0,5,16.0
Crucial Ballistix Sport LT 8 GB,39.0,2400,13.333,16.0,2.0,4.0,4,8.0
G.Skill Ripjaws 64 GB,214.99,5600,14.286,40.0,2.0,32.0,5,64.0
Kingston FURY Renegade 32 GB,141.94,6000,10.667,32.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 64 GB,124.99,2666,13.503,18.0,2.0,32.0,4,64.0
G.Skill Ripjaws S5 32 GB,104.99,5600,10.714,30.0,2.0,16.0,5,32.0
Kingston FURY Beast RGB 16 GB,59.99,3600,10.0,18.0,1.0,16.0,4,16.0
Timetec PINNACLE Konduit RGB 16 GB,48.99,3200,10.0,16.0,2.0,8.0,4,16.0
Patriot Viper Steel 16 GB,44.99,3733,9.108,17.0,2.0,8.0,4,16.0
Kingston FURY Beast 16 GB,62.16,3733,10.179,19.0,2.0,8.0,4,16.0
TEAMGROUP Elite 32 GB,85.99,5200,16.154,42.0,1.0,32.0,5,32.0
Corsair Vengeance LPX 8 GB,24.99,2400,11.667,14.0,1.0,8.0,4,8.0
TEAMGROUP Elite 16 GB,30.99,3200,13.75,22.0,2.0,8.0,4,16.0
TEAMGROUP Elite 64 GB,119.99,3200,13.75,22.0,2.0,32.0,4,64.0
G.Skill Trident Z5 RGB 32 GB,116.99,5600,10.714,30.0,2.0,16.0,5,32.0
TEAMGROUP Xtreem 32 GB,229.99,8000,9.5,38.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 16 GB,39.99,3000,10.667,16.0,2.0,8.0,4,16.0
G.Skill Trident Z5 RGB 48 GB,214.99,7200,10.0,36.0,2.0,24.0,5,48.0
Kingston FURY Beast 32 GB,110.08,3733,10.179,19.0,2.0,16.0,4,32.0
V-Color Prism Pro 32 GB,68.99,3600,10.0,18.0,2.0,16.0,4,32.0
Kingston FURY Renegade 64 GB,229.99,6000,10.667,32.0,2.0,32.0,5,64.0
TEAMGROUP T-Force Vulcan Z 16 GB,40.46,3200,10.0,16.0,1.0,16.0,4,16.0
Corsair Vengeance RGB Pro 16 GB,64.98,3000,10.0,15.0,2.0,8.0,4,16.0
Mushkin Enhanced Redline Stiletto 16 GB,80.98,3600,7.778,14.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 32 GB,74.98,2666,11.253,15.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 16 GB,89.99,4000,8.0,16.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 16 GB,39.98,3200,11.25,18.0,2.0,8.0,4,16.0
Kingston Fury Beast RGB Special Edition 16 GB,68.0,3600,9.444,17.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Delta RGB 64 GB,174.99,5600,12.857,36.0,2.0,32.0,5,64.0
TEAMGROUP T-Force Vulcan 16 GB,91.31,5200,15.385,40.0,1.0,16.0,5,16.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,6000,10.0,30.0,2.0,32.0,5,64.0
Corsair Vengeance LPX 64 GB,144.99,2133,12.189,13.0,4.0,16.0,4,64.0
OLOy MD4U323216DJDA 64 GB,124.99,3200,10.0,16.0,2.0,32.0,4,64.0
Corsair Dominator Platinum RGB 32 GB,149.99,4000,9.0,18.0,2.0,16.0,4,32.0
Kingston FURY Beast RGB 16 GB,55.99,3200,10.0,16.0,1.0,16.0,4,16.0
G.Skill Trident Z 32 GB,199.0,3200,9.375,15.0,2.0,16.0,4,32.0
Patriot Viper Venom RGB 32 GB,112.99,6200,12.903,40.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,112.99,6000,10.0,30.0,2.0,16.0,5,32.0
Corsair Vengeance RGB 32 GB,127.99,6000,12.0,36.0,2.0,16.0,5,32.0
TEAMGROUP Xtreem ARGB 32 GB,239.99,8000,9.5,38.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 32 GB,67.98,2666,12.003,16.0,1.0,32.0,4,32.0
G.Skill Trident Z RGB 64 GB,516.85,3200,10.0,16.0,4.0,16.0,4,64.0
TEAMGROUP T-Force Vulcan Z 8 GB,25.76,3200,10.0,16.0,1.0,8.0,4,8.0
Crucial CT8G4DFS832A 8 GB,22.0,3200,13.75,22.0,1.0,8.0,4,8.0
Kingston FURY Beast RGB 16 GB,70.67,5200,13.846,36.0,1.0,16.0,5,16.0
Kingston FURY Renegade 16 GB,162.38,8000,9.5,38.0,1.0,16.0,5,16.0
Corsair Vengeance RGB Pro 16 GB,86.2,3200,10.0,16.0,1.0,16.0,4,16.0
TEAMGROUP Elite 16 GB,30.99,3200,13.75,22.0,1.0,16.0,4,16.0
Corsair Vengeance RGB Pro SL 64 GB,194.99,3600,10.0,18.0,4.0,16.0,4,64.0
Klevv BOLT V 32 GB,113.99,6800,10.0,34.0,2.0,16.0,5,32.0
Crucial CT32G4DFD8266 32 GB,73.37,2666,14.254,19.0,1.0,32.0,4,32.0
G.Skill Trident Z RGB 64 GB,129.99,2666,13.503,18.0,2.0,32.0,4,64.0
Patriot Viper Xtreme 5 RGB 32 GB,194.99,8000,9.5,38.0,2.0,16.0,5,32.0
G.Skill Trident Z5 32 GB,107.99,5600,12.857,36.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 32 GB,184.99,6800,10.588,36.0,2.0,16.0,5,32.0
Kingston FURY Renegade 16 GB,92.07,6400,10.0,32.0,1.0,16.0,5,16.0
PNY Performance 16 GB,187.99,4800,16.667,40.0,1.0,16.0,5,16.0
Silicon Power XPOWER Turbine 32 GB,57.99,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance 32 GB,144.99,6400,10.0,32.0,2.0,16.0,5,32.0
Samsung M393A4K40CB2-CTD 32 GB,47.46,2666,14.254,19.0,1.0,32.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,124.99,6600,10.303,34.0,2.0,16.0,5,32.0
G.Skill Aegis 32 GB,62.99,2400,14.167,17.0,2.0,16.0,4,32.0
G.Skill Trident Z RGB 16 GB,52.99,2400,12.5,15.0,2.0,8.0,4,16.0
Crucial CT2K8G4DFRA266 16 GB,38.99,2666,14.254,19.0,2.0,8.0,4,16.0
Kingston Fury Renegade RGB 16 GB,117.53,4600,8.261,19.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 8 GB,47.08,5600,14.286,40.0,1.0,8.0,5,8.0
Kingston FURY Renegade 32 GB,247.55,7200,10.556,38.0,2.0,16.0,5,32.0
Kingston FURY Beast RGB 8 GB,39.0,3600,9.444,17.0,1.0,8.0,4,8.0
GeIL EVO V RGB 32 GB,289.99,8000,9.5,38.0,2.0,16.0,5,32.0
G.Skill Aegis 8 GB,20.99,2666,14.254,19.0,1.0,8.0,4,8.0
Timetec PINNACLE Konduit 16 GB,30.99,3200,10.0,16.0,1.0,16.0,4,16.0
Patriot Signature Line 16 GB,28.99,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston FURY Beast RGB 64 GB,229.99,5600,12.857,36.0,2.0,32.0,5,64.0
Klevv CRAS XR5 RGB 32 GB,119.99,7000,10.286,36.0,2.0,16.0,5,32.0
G.Skill Sniper X 16 GB,40.99,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 32 GB,81.99,3600,10.0,18.0,2.0,16.0,4,32.0
G.Skill Trident Z 32 GB,135.0,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston FURY Renegade 32 GB,217.87,6800,10.588,36.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 48 GB,289.99,7200,10.556,38.0,2.0,24.0,5,48.0
Corsair Vengeance RGB RT 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,139.98,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 32 GB,189.99,4000,7.5,15.0,4.0,8.0,4,32.0
G.Skill Trident Z5 RGB 64 GB,209.99,6000,10.667,32.0,2.0,32.0,5,64.0
Patriot Viper 4 Blackout 16 GB,35.99,3000,10.667,16.0,2.0,8.0,4,16.0
G.Skill Trident Z5 Neo RGB 32 GB,115.99,5600,10.714,30.0,2.0,16.0,5,32.0
GeIL Orion RGB AMD Edition 16 GB,42.99,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 16 GB,230.0,3000,10.0,15.0,2.0,8.0,4,16.0
G.Skill Trident Z5 RGB 64 GB,204.99,5600,12.857,36.0,2.0,32.0,5,64.0
Kingston FURY Beast 32 GB,117.99,5600,12.857,36.0,1.0,32.0,5,32.0
Corsair Vengeance LPX 8 GB,34.99,2666,11.253,15.0,2.0,4.0,4,8.0
Corsair Vengeance RGB Pro SL 64 GB,147.99,3200,10.0,16.0,2.0,32.0,4,64.0
G.Skill NT 8 GB,97.33,2133,14.065,15.0,1.0,8.0,4,8.0
PNY XLR8 Gaming EPIC-X RGB 32 GB,72.98,3600,10.0,18.0,2.0,16.0,4,32.0
Crucial Classic 64 GB,213.99,5600,16.429,46.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 16 GB,70.62,5200,15.385,40.0,1.0,16.0,5,16.0
Timetec PINNACLE Konduit 32 GB,58.99,3200,10.0,16.0,2.0,16.0,4,32.0
Timetec PINNACLE Konduit RGB 32 GB,80.55,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 32 GB,287.92,4000,8.0,16.0,2.0,16.0,4,32.0
Kingston FURY Impact 16 GB,84.83,6400,11.875,38.0,1.0,16.0,5,16.0
G.Skill Trident Z5 RGB 32 GB,113.99,5200,13.846,36.0,2.0,16.0,5,32.0
Timetec PINNACLE Konduit 16 GB,39.99,3200,10.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Delta RGB 48 GB,359.99,6800,10.588,36.0,2.0,24.0,5,48.0
G.Skill Trident Z Royal 64 GB,1713.33,3200,10.0,16.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 32 GB,144.99,5200,15.385,40.0,2.0,16.0,5,32.0
Corsair Vengeance RGB RS 16 GB,49.99,3200,10.0,16.0,1.0,16.0,4,16.0
Kingston FURY 64 GB,237.02,5600,14.286,40.0,2.0,32.0,5,64.0
Kingston Fury Renegade RGB 16 GB,193.29,4266,8.908,19.0,2.0,8.0,4,16.0
G.Skill Value 8 GB,43.44,2400,14.167,17.0,1.0,8.0,4,8.0
Corsair Dominator Platinum RGB 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0
Timetec PINNACLE Konduit RGB 8 GB,26.99,3200,10.0,16.0,1.0,8.0,4,8.0
G.Skill Trident Z Royal 16 GB,78.98,3200,10.0,16.0,2.0,8.0,4,16.0
Timetec PINNACLE Konduit 8 GB,21.99,3200,10.0,16.0,1.0,8.0,4,8.0
G.Skill Trident Z 32 GB,113.99,3600,9.444,17.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0
Crucial CT16G4DFD832A 16 GB,34.99,3200,13.75,22.0,1.0,16.0,4,16.0
G.Skill Ripjaws S5 32 GB,103.99,5600,12.857,36.0,2.0,16.0,5,32.0
Patriot Viper Elite II 32 GB,62.99,3600,11.111,20.0,2.0,16.0,4,32.0
Crucial CT2K32G52C42U5 64 GB,179.99,5200,16.154,42.0,2.0,32.0,5,64.0
Crucial CT2K4G4DFS8266 8 GB,34.97,2666,14.254,19.0,2.0,4.0,4,8.0
G.Skill Ripjaws V 32 GB,62.99,2666,13.503,18.0,1.0,32.0,4,32.0
Corsair Vengeance RGB RS 32 GB,183.0,3600,10.0,18.0,4.0,8.0,4,32.0
Mushkin Enhanced Redline Stiletto 32 GB,69.99,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 8 GB,44.98,2400,12.5,15.0,2.0,4.0,4,8.0
Kingston FURY Renegade 16 GB,69.75,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 16 GB,84.99,4000,8.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Vulcan 32 GB,104.99,6400,10.0,32.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 32 GB,84.99,3600,8.889,16.0,2.0,16.0,4,32.0
Corsair Vengeance 32 GB,127.91,6000,12.0,36.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 64 GB,139.99,3000,10.667,16.0,2.0,32.0,4,64.0
TEAMGROUP T-Force Xtreem ARGB 64 GB,139.99,3600,10.0,18.0,2.0,32.0,4,64.0
Corsair Vengeance LPX 8 GB,43.41,3000,10.667,16.0,2.0,4.0,4,8.0
Kingston ValueRAM 16 GB,43.87,2666,14.254,19.0,1.0,16.0,4,16.0
Patriot Viper Elite 5 RGB 32 GB,119.99,6600,10.909,36.0,2.0,16.0,5,32.0
TEAMGROUP Elite 8 GB,16.99,3200,13.75,22.0,1.0,8.0,4,8.0
Patriot Viper Elite II 32 GB,62.99,2666,12.003,16.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 16 GB,118.35,3600,8.889,16.0,2.0,8.0,4,16.0
Mushkin Essentials 64 GB,112.99,3200,13.75,22.0,2.0,32.0,4,64.0
G.Skill Trident Z RGB 16 GB,59.99,3200,10.0,16.0,2.0,8.0,4,16.0
Crucial CT16G4WFD8213 16 GB,64.97,2133,14.065,15.0,1.0,16.0,4,16.0
Patriot Viper Steel 16 GB,31.99,3000,10.667,16.0,1.0,16.0,4,16.0
Patriot Viper Steel 16 GB,37.99,3000,10.667,16.0,2.0,8.0,4,16.0
TEAMGROUP Elite Plus 64 GB,159.99,5200,16.154,42.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 16 GB,69.61,4800,15.833,38.0,1.0,16.0,5,16.0
G.Skill Trident Z5 RGB 48 GB,159.99,6000,13.333,40.0,2.0,24.0,5,48.0
G.Skill Ripjaws S5 64 GB,199.99,5600,12.857,36.0,2.0,32.0,5,64.0
Kingston FURY Beast 32 GB,105.99,4800,15.833,38.0,1.0,32.0,5,32.0
Kingston FURY 64 GB,237.06,5200,15.385,40.0,2.0,32.0,5,64.0
Corsair Vengeance 64 GB,129.99,3200,13.75,22.0,2.0,32.0,4,64.0
Silicon Power SP032GBSVU560F22 32 GB,85.99,5600,16.429,46.0,2.0,16.0,5,32.0
G.Skill Trident Z 16 GB,49.99,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance RGB 48 GB,199.99,7000,10.286,36.0,2.0,24.0,5,48.0
G.Skill Trident Z5 RGB 32 GB,136.04,6000,13.333,40.0,2.0,16.0,5,32.0
Kingston FURY Renegade 16 GB,70.93,7200,10.556,38.0,1.0,16.0,5,16.0
Corsair Vengeance 16 GB,65.0,4800,16.667,40.0,2.0,8.0,5,16.0
Kingston FURY Renegade 32 GB,304.41,4600,8.261,19.0,2.0,16.0,4,32.0
GeIL EVO V RGB 32 GB,288.99,8000,9.5,38.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 64 GB,129.99,2400,13.333,16.0,2.0,32.0,4,64.0
Crucial Ballistix MAX RGB 16 GB,299.0,4000,9.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 64 GB,3108.5,3200,8.75,14.0,4.0,16.0,4,64.0
G.Skill Ripjaws 32 GB,119.99,5600,14.286,40.0,2.0,16.0,5,32.0
Corsair Vengeance RGB RT 32 GB,95.99,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 32 GB,104.46,4000,9.0,18.0,4.0,8.0,4,32.0
Corsair Dominator Platinum RGB 32 GB,163.05,6000,12.0,36.0,2.0,16.0,5,32.0
Crucial CT8G48C40S5 8 GB,24.99,4800,16.667,40.0,1.0,8.0,5,8.0
Corsair Vengeance RGB 64 GB,214.99,5600,12.857,36.0,2.0,32.0,5,64.0
G.Skill Trident Z 32 GB,238.0,3200,8.75,14.0,2.0,16.0,4,32.0
Corsair Vengeance RGB RT 64 GB,169.99,3600,10.0,18.0,2.0,32.0,4,64.0
TEAMGROUP Elite Plus 16 GB,59.99,6000,13.333,40.0,1.0,16.0,5,16.0
Patriot Signature Line 8 GB,17.48,2400,14.167,17.0,1.0,8.0,4,8.0
Kingston FURY Beast RGB 32 GB,94.99,3200,10.0,16.0,2.0,16.0,4,32.0
Gigabyte AORUS RGB 16 GB,127.4,3333,10.801,18.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 64 GB,314.99,5600,12.857,36.0,4.0,16.0,5,64.0
G.Skill Ripjaws 16 GB,59.21,2400,12.5,15.0,4.0,4.0,4,16.0
G.Skill Aegis 16 GB,38.24,2400,12.5,15.0,1.0,16.0,4,16.0
Kingston Fury Renegade RGB 32 GB,136.34,6000,10.667,32.0,1.0,32.0,5,32.0
Kingston Fury Renegade RGB 32 GB,185.53,6400,10.0,32.0,1.0,32.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,117.99,6000,10.667,32.0,2.0,16.0,5,32.0
ADATA XPG LANCER RGB 32 GB,141.99,6400,10.0,32.0,2.0,16.0,5,32.0
G.Skill Trident Z Royal 32 GB,138.93,3600,8.889,16.0,2.0,16.0,4,32.0
Kingston FURY Renegade 32 GB,145.99,6400,10.0,32.0,2.0,16.0,5,32.0
Kingston FURY Impact 64 GB,214.99,5600,14.286,40.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 32 GB,69.99,3200,10.0,16.0,2.0,16.0,4,32.0
Patriot Viper Venom RGB 32 GB,144.99,7400,10.811,40.0,2.0,16.0,5,32.0
Kingston FURY 32 GB,120.1,5200,15.385,40.0,1.0,32.0,5,32.0
Kingston FURY Renegade 64 GB,340.42,6400,10.0,32.0,2.0,32.0,5,64.0
G.Skill Trident Z RGB 16 GB,1371.43,3866,9.312,18.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 32 GB,139.99,3600,10.0,18.0,4.0,8.0,4,32.0
Corsair Dominator Platinum RGB 64 GB,234.99,3200,10.0,16.0,4.0,16.0,4,64.0
Mushkin Essentials 16 GB,37.61,2133,14.065,15.0,2.0,8.0,4,16.0
Kingston ValueRAM 8 GB,31.99,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Trident Z RGB 32 GB,95.92,3000,10.667,16.0,2.0,16.0,4,32.0
Crucial CT24G56C46S5 24 GB,73.1,5600,16.429,46.0,1.0,24.0,5,24.0
G.Skill Ripjaws 32 GB,63.99,3200,13.75,22.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal Elite 64 GB,219.99,4000,9.0,18.0,2.0,32.0,4,64.0
G.Skill Trident Z5 RGB 32 GB,119.99,6600,10.303,34.0,2.0,16.0,5,32.0
G.Skill Ripjaws S5 48 GB,154.99,6000,13.333,40.0,2.0,24.0,5,48.0
Corsair Vengeance RGB RT 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,179.99,6400,11.875,38.0,2.0,16.0,5,32.0
Mushkin Enhanced Essentials 32 GB,75.56,3200,13.75,22.0,2.0,16.0,4,32.0
G.Skill Trident Z 16 GB,1581.67,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston Fury Renegade RGB 32 GB,162.68,6400,10.0,32.0,1.0,32.0,5,32.0
Kingston ValueRAM 16 GB,129.99,2133,14.065,15.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 32 GB,369.47,3000,10.0,15.0,2.0,16.0,4,32.0
G.Skill Trident Z5 RGB 32 GB,390.0,5600,12.857,36.0,2.0,16.0,5,32.0
Crucial CT2K8G4DFS8213 16 GB,99.99,2133,14.065,15.0,2.0,8.0,4,16.0
G.Skill Ripjaws 32 GB,940.38,2666,14.254,19.0,4.0,8.0,4,32.0
G.Skill Trident Z RGB 32 GB,249.99,3600,7.778,14.0,2.0,16.0,4,32.0
Samsung M393A1G40EB1-CRC 8 GB,22.95,2400,14.167,17.0,1.0,8.0,4,8.0
Mushkin Redline ST 64 GB,199.99,6400,10.0,32.0,2.0,32.0,5,64.0
Mushkin Silverline 32 GB,59.99,3200,13.75,22.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Vulcan 64 GB,164.99,5200,15.385,40.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 16 GB,69.98,5600,14.286,40.0,1.0,16.0,5,16.0
Crucial CT8G4DFS8213 8 GB,21.0,2133,14.065,15.0,1.0,8.0,4,8.0
Samsung M391A2K43BB1-CPB 16 GB,48.37,2133,14.065,15.0,1.0,16.0,4,16.0
TEAMGROUP T-Force Delta RGB 32 GB,114.99,5600,12.143,34.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 32 GB,174.99,3600,10.0,18.0,4.0,8.0,4,32.0
Thermaltake TOUGHRAM XG RGB 32 GB,299.99,3600,10.0,18.0,2.0,16.0,4,32.0
Kingston Fury Beast RGB Special Edition 8 GB,33.98,3600,9.444,17.0,1.0,8.0,4,8.0
Kingston FURY Beast RGB 32 GB,117.63,5200,15.385,40.0,1.0,32.0,5,32.0
Kingston Fury Renegade RGB 32 GB,239.99,7600,10.0,38.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 64 GB,408.97,3600,8.889,16.0,2.0,32.0,4,64.0
G.Skill Trident Z RGB 32 GB,213.93,3600,9.444,17.0,2.0,16.0,4,32.0
Kingston KSM48R40BS8KMM-16HMR 32 GB,78.99,4800,16.667,40.0,1.0,32.0,5,32.0
Kingston FURY Renegade Pro 16 GB,118.88,6400,10.0,32.0,1.0,16.0,5,16.0
Corsair Vengeance RGB RT 64 GB,188.59,3200,10.0,16.0,4.0,16.0,4,64.0
Corsair Vengeance RGB RT 32 GB,126.74,3600,10.0,18.0,4.0,8.0,4,32.0
Kingston FURY Beast 32 GB,124.99,6000,13.333,40.0,1.0,32.0,5,32.0
